parent_class_p	log2FC_p	padj_p	parent_class_h	log2FC_h	padj_h	gene_id	classification
26347	equal	0.420509127330817	0.362510012156671	equal	0.0984783048090623	0.970480936261566	lcl|NC_030674.1_cds_XP_017611856.1_35875	PEI eq
26349	equal	-0.366307295137992	0.170393502153336	equal	-0.722401223235497	0.206970193861769	lcl|NC_030674.1_cds_XP_017608227.1_35878	PEI eq
26350	equal	-0.689965304159361	0.0295005841318203	equal	-2.01979265459368	0.14262189208684	lcl|NC_030674.1_cds_XP_017611137.1_35879	PEI eq
26352	equal	-0.11330140922031	0.843887401373275	equal	0.0540428572808653	0.973275831744462	lcl|NC_030674.1_cds_XP_017608071.1_35881	PEI eq
26353	equal	-0.198428379359531	0.733814686429255	equal	-0.109170746119761	0.970173047885025	lcl|NC_030674.1_cds_XP_017607832.1_35882	PEI eq
26355	equal	-0.532321659378234	0.070188738942261	equal	0.536030826394409	0.510482396545112	lcl|NC_030674.1_cds_XP_017608674.1_35888	PEI eq
26356	equal	-0.632306020918983	0.0262536888841108	equal	0.969495479366193	0.128429982780171	lcl|NC_030674.1_cds_XP_017608672.1_35889	PEI eq
26360	equal	-0.0720809666942846	0.905617631512964	equal	0.293881013776793	0.951987741085601	lcl|NC_030674.1_cds_XP_017609301.1_35894	PEI eq
26362	equal	0.0490865816003299	0.930388615050516	equal	0.18534180751028	0.925987515832111	lcl|NC_030674.1_cds_XP_017607960.1_35896	PEI eq
26363	equal	-0.122545711562398	0.86217879043925	equal	0.750480501726903	0.596581862496346	lcl|NC_030674.1_cds_XP_017611464.1_35899	PEI eq
26365	equal	0.261757720594045	0.651488719806402	equal	-0.147412848933302	0.931907777580819	lcl|NC_030674.1_cds_XP_017607921.1_35901	PEI eq
26366	equal	-0.0577434253443687	0.895531302689104	equal	-0.00691333460661295	0.996697630085144	lcl|NC_030674.1_cds_XP_017611947.1_35902	PEI eq
26367	equal	0.0139168459658275	0.976094778851837	equal	-0.302093881027275	0.716285076517923	lcl|NC_030674.1_cds_XP_017611946.1_35903	PEI eq
26370	equal	0.449619735132711	0.513647560385304	equal	-1.32778327980578	0.384335424229479	lcl|NC_030674.1_cds_XP_017608959.1_35909	PEI eq
26373	equal	-0.0100762734790205	0.986406226216119	equal	0.13086485454898	0.936465267672255	lcl|NC_030674.1_cds_XP_017608232.1_35913	PEI eq
26376	equal	-0.453933891017075	0.127848356960785	equal	-0.438087922475974	0.621567985697379	lcl|NC_030674.1_cds_XP_017610741.1_35917	PEI eq
26380	equal	0.327843311138993	0.522332997831199	equal	0.292976164896892	0.945570634300044	lcl|NC_030674.1_cds_XP_017610945.1_35921	PEI eq
26383	G_raimondii	-1.5042154897008	7.40791295971494e-14	equal	0.345321899928606	0.709551450568437	lcl|NC_030674.1_cds_XP_017611222.1_35929	HEBl
26394	equal	0.142401479997436	0.765050452687519	equal	0.374681814293267	0.736276910306848	lcl|NC_030674.1_cds_XP_017610855.1_35941	PEI eq
26395	G_arboreum	2.88645408089658	1.7868433232394e-08	G_arboreum	2.85224246629168	0.032076267930517	lcl|NC_030674.1_cds_XP_017609310.1_35943	PEI de
26399	G_raimondii	-1.20182291306924	0.00755511103597057	equal	-1.44174714896716	0.549646625316467	lcl|NC_030674.1_cds_XP_017611495.1_35960	HEBl
26409	equal	0.675300052953612	0.223279781087257	equal	-0.51250674074857	0.740587235999375	lcl|NC_030674.1_cds_XP_017610131.1_35976	PEI eq
26410	equal	0.451956074061681	0.261690296213016	equal	-0.376571281040596	0.89816171978513	lcl|NC_030674.1_cds_XP_017611637.1_35978	PEI eq
26416	equal	-0.117026945460572	0.87631534047036	equal	-0.0140500964139168	0.996792905379186	lcl|NC_030674.1_cds_XP_017610954.1_35988	PEI eq
26417	equal	0.7099404524123	0.00851554636742918	equal	0.588293529819485	0.686626395040378	lcl|NC_030674.1_cds_XP_017610953.1_35989	PEI eq
26418	equal	-0.43942875175194	0.249645257036888	equal	-0.771747352706821	0.552780415175551	lcl|NC_030674.1_cds_XP_017608535.1_35990	PEI eq
26419	G_arboreum	1.27345156360143	0.000693598337868283	G_raimondii	-6.37400994424876	0.00563999829632637	lcl|NC_030674.1_cds_XP_017609911.1_35991	HER
26421	equal	-0.233367532220355	0.639398327784228	equal	-0.796725769623782	0.50091949368995	lcl|NC_030674.1_cds_XP_017611648.1_35993	PEI eq
26425	equal	-0.356224911550037	0.336694333788706	equal	0.0277946130795548	0.99159065791085	lcl|NC_030674.1_cds_XP_017611382.1_35997	PEI eq
26426	equal	-0.0895784001234541	0.90205652016332	equal	0.888311901985519	0.741591765074992	lcl|NC_030674.1_cds_XP_017609757.1_35999	PEI eq
26431	equal	0.40161415968452	0.63698150980281	equal	-1.9660807071552	0.403783889572795	lcl|NC_030674.1_cds_XP_017610169.1_36006	PEI eq
26438	equal	-0.677848399335843	0.196097323082111	equal	-0.124901781046259	0.967411008645277	lcl|NC_030674.1_cds_XP_017608773.1_36017	PEI eq
26441	equal	0.626987305102086	0.0648348110704079	equal	0.913897664113153	0.317434886366554	lcl|NC_030674.1_cds_XP_017608369.1_36021	PEI eq
26443	equal	-0.120237275295718	0.805091191399652	G_raimondii	-2.5648016520588	1.38138164110118e-05	lcl|NC_030674.1_cds_XP_017611370.1_36024	HEBi
26444	equal	-0.724235609867331	0.0258704396447866	equal	-0.0163634690979837	0.992998491100263	lcl|NC_030674.1_cds_XP_017611369.1_36025	PEI eq
26445	equal	0.552131606424121	0.127358709305179	G_raimondii	-2.41021485540833	0.00459633987998504	lcl|NC_030674.1_cds_XP_017611196.1_36026	HEBi
26448	equal	0.470928637333469	0.420398843152891	equal	0.451943976663077	0.830516959930186	lcl|NC_030674.1_cds_XP_017610716.1_36030	PEI eq
26450	equal	0.242645629725417	0.669946913654133	G_arboreum	1.71819081712621	0.0458471304581507	lcl|NC_030674.1_cds_XP_017610718.1_36033	HEBi
26453	equal	-0.103256688815602	0.886815076168648	equal	1.59923348047494	0.313279132028792	lcl|NC_030674.1_cds_XP_017611833.1_36037	PEI eq
26454	G_arboreum	2.55077724287328	1.79238001115393e-12	equal	-0.731954267529663	0.467348370524277	lcl|NC_030674.1_cds_XP_017609326.1_36038	HEBl
26459	equal	-0.156987312049485	0.800068493548353	equal	-0.011374270321055	0.996697630085144	lcl|NC_030674.1_cds_XP_017612003.1_36044	PEI eq
26461	equal	0.0177385098330841	0.981308231967326	equal	0.253274279237095	0.896140292542486	lcl|NC_030674.1_cds_XP_017608570.1_36046	PEI eq
26465	equal	0.00181449173127418	0.997977541754154	equal	-0.596527336496865	0.572073912771877	lcl|NC_030674.1_cds_XP_017608429.1_36051	PEI eq
26469	equal	-0.835969610950575	0.422918339533762	equal	-0.313736834027632	0.911923431238025	lcl|NC_030674.1_cds_XP_017609930.1_36059	PEI eq
26470	equal	-0.57530185742884	0.37236203225841	equal	-0.50050974735151	0.798573531154818	lcl|NC_030674.1_cds_XP_017609780.1_36060	PEI eq
26472	equal	-0.662376878825922	0.115548912414597	equal	-0.913505301442971	0.191572456184831	lcl|NC_030674.1_cds_XP_017608111.1_36062	PEI eq
26477	equal	-0.313868124330824	0.682690835538253	equal	-0.554428036541865	0.749514689534018	lcl|NC_030674.1_cds_XP_017608646.1_36068	PEI eq
26490	equal	-0.576001010093073	0.021170138560097	equal	-0.499787824140581	0.575952032287988	lcl|NC_030674.1_cds_XP_017609764.1_36085	PEI eq
26492	equal	-0.564058159475639	0.103560514864439	equal	-0.130866407367808	0.957364063873931	lcl|NC_030674.1_cds_XP_017607923.1_36089	PEI eq
26493	equal	-0.205526780404639	0.836507160682298	equal	-0.532256347867858	0.88798570849973	lcl|NC_030674.1_cds_XP_017610991.1_36090	PEI eq
26494	equal	-0.126057057564896	0.851963244118883	equal	3.94278136416217	0.394558716490262	lcl|NC_030674.1_cds_XP_017610986.1_36091	PEI eq
26496	equal	0.248362883139417	0.584450194415897	equal	-0.674758819871653	0.410361987363688	lcl|NC_030674.1_cds_XP_017607948.1_36097	PEI eq
26499	equal	0.861912392768627	0.00978731742165727	equal	0.146673160419836	0.976498901173351	lcl|NC_030674.1_cds_XP_017607786.1_36100	PEI eq
26500	equal	0.497783939344015	0.124298886569564	equal	0.297931088631874	0.951987741085601	lcl|NC_030674.1_cds_XP_017611966.1_36101	PEI eq
26503	equal	0.365520853735594	0.411274700680816	G_arboreum	2.15886427493521	0.0390501092026409	lcl|NC_030674.1_cds_XP_017611056.1_36106	HEBi
26508	equal	-0.130935764876169	0.827325208902012	equal	-0.52403924414501	0.702399246140368	lcl|NC_030674.1_cds_XP_017610959.1_36112	PEI eq
26509	equal	0.262189981649637	0.693959241240425	equal	-0.640823762598848	0.881064333613199	lcl|NC_030674.1_cds_XP_017611521.1_36115	PEI eq
26510	equal	-0.368923073233954	0.228150571619134	equal	0.505372303874822	0.593004723701557	lcl|NC_030674.1_cds_XP_017611017.1_36116	PEI eq
26512	equal	0.294238244885176	0.554324273118551	equal	0.361842912103737	0.872173592850193	lcl|NC_030674.1_cds_XP_017608563.1_36118	PEI eq
26513	G_raimondii	-1.0869469463215	0.000330824414780777	equal	-0.00814158822539155	0.997005055513963	lcl|NC_030674.1_cds_XP_017609774.1_36119	HEBl
26514	equal	-0.322302670239363	0.507662375395649	equal	-4.66540186411206	0.228333854991164	lcl|NC_030674.1_cds_XP_017611990.1_36120	PEI eq
26518	equal	0.820755271870359	0.00308465536350139	equal	1.08626228041779	0.0786747635768662	lcl|NC_030674.1_cds_XP_017608583.1_36124	PEI eq
26519	equal	-0.24670974973672	0.657273094008597	equal	-0.430665068452646	0.783487944382466	lcl|NC_030674.1_cds_XP_017608803.1_36125	PEI eq
26525	equal	0.0326178985327922	0.94123073969612	equal	0.447937557221507	0.691596576675007	lcl|NC_030674.1_cds_XP_017611864.1_36131	PEI eq
26526	equal	-0.843353764106751	0.00540430358433604	equal	-0.341918581830775	0.807277681279897	lcl|NC_030674.1_cds_XP_017611865.1_36132	PEI eq
26527	equal	0.0844745412966196	0.90205652016332	equal	-1.8362896659051	0.265605750718568	lcl|NC_030674.1_cds_XP_017607863.1_36133	PEI eq
26528	equal	0.377978083677688	0.240804119661181	equal	-0.208628138040956	0.870442976778318	lcl|NC_030674.1_cds_XP_017611730.1_36134	PEI eq
26534	equal	0.58428179401061	0.507662375395649	equal	0.174491711753774	0.965840989785523	lcl|NC_030674.1_cds_XP_017611910.1_36141	PEI eq
26536	equal	-0.135523894813637	0.776685374943696	equal	-0.129899194552419	0.93519868607718	lcl|NC_030674.1_cds_XP_017612116.1_36144	PEI eq
26541	equal	0.59571289258627	0.167636784596118	equal	-0.520428574423284	0.697135820087704	lcl|NC_030674.1_cds_XP_017609339.1_36150	PEI eq
26543	equal	-0.0669310947865172	0.903207215385218	equal	-0.171170646011716	0.965840989785523	lcl|NC_030674.1_cds_XP_017611228.1_36152	PEI eq
26547	equal	0.00807490139153093	0.987780434372981	equal	0.330197593667538	0.756327022063869	lcl|NC_030674.1_cds_XP_017612124.1_36156	PEI eq
26548	equal	0.0759228892485181	0.888609069457287	equal	0.412111579614328	0.679011029265586	lcl|NC_030674.1_cds_XP_017612126.1_36157	PEI eq
26558	G_raimondii	-1.06382374081437	0.0210725804190528	equal	0.0223659565693135	0.991938502099378	lcl|NC_030674.1_cds_XP_017609978.1_36167	HEBl
26580	equal	0.62200668598785	0.686455420636841	G_raimondii	-1.76148767486344	0.000979160751478721	lcl|NC_030674.1_cds_XP_017607965.1_36190	HEBi
26584	equal	-0.466736126348955	0.292798573831006	equal	-0.378616859824679	0.934184170931694	lcl|NC_030674.1_cds_XP_017610788.1_36195	PEI eq
26586	equal	0.00144585073235461	0.997248164602603	equal	0.513979620046506	0.473834682897479	lcl|NC_030674.1_cds_XP_017609946.1_36197	PEI eq
26593	equal	0.596957150695814	0.439106723173267	G_arboreum	3.66582501453169	0.00131515453727513	lcl|NC_030674.1_cds_XP_017609817.1_36204	HEBi
26595	equal	-0.0564955734897939	0.916665665072601	equal	-0.221388334402625	0.87505009250065	lcl|NC_030674.1_cds_XP_017610997.1_36206	PEI eq
26597	equal	0.490938449102998	0.0383795337474976	equal	-0.217538626429098	0.841727151725107	lcl|NC_030674.1_cds_XP_017610998.1_36208	PEI eq
26600	equal	-0.493200921335085	0.337609593229827	equal	-1.81760173220585	0.0672483524827011	lcl|NC_030674.1_cds_XP_017608528.1_36212	PEI eq
26601	equal	-0.528768652818255	0.262582583247798	equal	0.513445061146386	0.880920016006973	lcl|NC_030674.1_cds_XP_017611681.1_36213	PEI eq
26602	equal	-0.636334414174961	0.0208137369007837	G_raimondii	-2.16593406879833	4.52333141296895e-05	lcl|NC_030674.1_cds_XP_017611682.1_36214	HEBi
26604	equal	0.416658895009232	0.252336943414303	equal	-0.289761562642715	0.858094953858857	lcl|NC_030674.1_cds_XP_017611933.1_36217	PEI eq
26613	equal	0.351295575643211	0.428317215160748	equal	0.33808848713082	0.767253049166944	lcl|NC_030674.1_cds_XP_017608336.1_36227	PEI eq
26614	equal	0.164358833303043	0.72425495832625	equal	-0.227686087198451	0.867723790080832	lcl|NC_030674.1_cds_XP_017611595.1_36229	PEI eq
26615	equal	-0.427823087287245	0.585422604040235	G_arboreum	5.69589717359528	0.0248728612593102	lcl|NC_030674.1_cds_XP_017610890.1_36230	HEBi
26616	equal	-0.295508935010305	0.676062666297941	equal	-0.36584545830781	0.818250685014885	lcl|NC_030674.1_cds_XP_017610893.1_36231	PEI eq
26617	equal	-0.757699860506083	0.000215717316290718	equal	0.0706927312670955	0.95676046561173	lcl|NC_030674.1_cds_XP_017610891.1_36232	PEI eq
26621	equal	0.321190061556999	0.384623444708709	equal	0.102331805670956	0.940566231230734	lcl|NC_030674.1_cds_XP_017607769.1_36236	PEI eq
26622	G_arboreum	1.39273395158577	5.45906654535546e-10	equal	0.130667018019968	0.93043054366854	lcl|NC_030674.1_cds_XP_017608196.1_36237	HEBl
26623	equal	0.685548508813442	0.00112879046373373	G_arboreum	2.06595436861608	3.53799556922252e-08	lcl|NC_030674.1_cds_XP_017607783.1_36238	HEBi
26625	G_arboreum	1.04962396587417	0.0482782375040847	G_arboreum	5.45140356381373	0.0416653355774832	lcl|NC_030674.1_cds_XP_017610013.1_36242	PEI de
26630	equal	-0.426514246242993	0.185056410127043	equal	-0.745953788544928	0.424261664887068	lcl|NC_030674.1_cds_XP_017611105.1_36248	PEI eq
26632	equal	0.802141756119907	0.126369321773479	G_arboreum	1.94403109710132	0.0493999706352608	lcl|NC_030674.1_cds_XP_017608808.1_36251	HEBi
26640	equal	0.66510731305895	0.0521796796189868	equal	0.832916813657484	0.600151210094042	lcl|NC_030674.1_cds_XP_017611309.1_36261	PEI eq
26642	G_raimondii	-1.9482225261988	7.52931594284337e-14	equal	1.11263169792501	0.954363479022016	lcl|NC_030674.1_cds_XP_017610978.1_36266	HEBl
26643	equal	-0.518793283596713	0.177716615240628	G_arboreum	5.38177695522486	0.0470961312722956	lcl|NC_030674.1_cds_XP_017610976.1_36267	HEBi
26651	equal	-0.517381788191355	0.121358898682586	equal	-0.499709737553073	0.91787206085707	lcl|NC_030674.1_cds_XP_017611896.1_36277	PEI eq
26662	G_arboreum	1.22625906401249	5.10093426935812e-06	equal	0.680132872813948	0.424515820177278	lcl|NC_030674.1_cds_XP_017611071.1_36291	HEBl
26663	equal	-0.357024354201576	0.483214022896695	equal	-1.8242069912043	0.925987515832111	lcl|NC_030674.1_cds_XP_017611590.1_36292	PEI eq
26664	equal	0.579748191187243	0.0750944472704837	equal	0.695134442826318	0.375489394837045	lcl|NC_030674.1_cds_XP_017607871.1_36293	PEI eq
26676	equal	-0.33784356649661	0.383393898655993	equal	-0.739033502918989	0.40939421058804	lcl|NC_030674.1_cds_XP_017608187.1_36308	PEI eq
26684	equal	0.073945357200646	0.89664904060677	equal	0.14120966930004	0.937851886676761	lcl|NC_030674.1_cds_XP_017611296.1_36318	PEI eq
26685	equal	0.156616746851691	0.72509066342078	equal	0.276529271333744	0.748263763680462	lcl|NC_030674.1_cds_XP_017611305.1_36319	PEI eq
26686	equal	0.101776469781564	0.841788495624817	equal	0.122245905360677	0.951987741085601	lcl|NC_030674.1_cds_XP_017611268.1_36320	PEI eq
26688	equal	0.746740885163813	0.000328708897173216	G_arboreum	2.65600455770206	2.04999084052246e-07	lcl|NC_030674.1_cds_XP_017609844.1_36322	HEBi
26694	equal	-0.745412372391047	0.0210641781806342	equal	0.26398189773989	0.953099495922449	lcl|NC_030674.1_cds_XP_017607747.1_36328	PEI eq
26706	equal	-0.81837477386472	0.00568760989908892	equal	-0.400541947747428	0.821519267988171	lcl|NC_030674.1_cds_XP_017611677.1_36346	PEI eq
26710	equal	-0.371316294613247	0.486620563179581	equal	3.49218938794277	0.556345483376979	lcl|NC_030674.1_cds_XP_017610974.1_36351	PEI eq
26712	equal	0.286787117204956	0.475936048755771	equal	0.473305944931998	0.758545255371336	lcl|NC_030674.1_cds_XP_017610795.1_36354	PEI eq
26714	equal	-0.579101461882632	0.184079258876555	equal	-0.652090433367695	0.865357780297832	lcl|NC_030674.1_cds_XP_017610775.1_36359	PEI eq
26721	equal	0.379283878552561	0.444953912204504	equal	0.23210025095693	0.871088543184488	lcl|NC_030674.1_cds_XP_017611767.1_36369	PEI eq
26722	equal	-0.272000191988159	0.511667902625522	equal	-0.0595044464829105	0.975846257498431	lcl|NC_030674.1_cds_XP_017611467.1_36370	PEI eq
26723	equal	0.45065085780578	0.42953919378788	equal	-0.263439977649447	0.935128191183412	lcl|NC_030674.1_cds_XP_017611842.1_36371	PEI eq
26724	equal	0.493098209320927	0.157090929029143	equal	0.979790388284338	0.147213632780477	lcl|NC_030674.1_cds_XP_017607988.1_36373	PEI eq
26736	equal	-0.066202046536093	0.903207215385218	equal	-0.520947453374466	0.880208722975878	lcl|NC_030674.1_cds_XP_017611608.1_36386	PEI eq
26738	equal	0.0521212502752108	0.943954736865099	equal	-0.713025964865195	0.767773351771726	lcl|NC_030674.1_cds_XP_017608251.1_36390	PEI eq
26746	equal	0.432933749230996	0.547809264504916	equal	3.73500710109899	0.467709802534861	lcl|NC_030674.1_cds_XP_017608388.1_36400	PEI eq
26747	G_arboreum	1.82249510556594	1.75088879608549e-13	G_arboreum	2.32237553000021	3.51633029744004e-11	lcl|NC_030674.1_cds_XP_017612051.1_36401	PEI de
26749	G_arboreum	2.99544814228396	9.96652927590558e-14	equal	0.139579150452435	0.977243480175856	lcl|NC_030674.1_cds_XP_017610536.1_36403	HEBl
26753	G_raimondii	-1.81368483610322	2.69505067064629e-11	equal	-0.937769210478573	0.580757093989341	lcl|NC_030674.1_cds_XP_017610729.1_36414	HEBl
26759	equal	0.0837056673171199	0.890244724305296	equal	0.754930071640852	0.527551463079027	lcl|NC_030674.1_cds_XP_017611191.1_36421	PEI eq
26760	equal	-0.271806714711634	0.514718569734026	equal	-0.0486524908961645	0.980510423252841	lcl|NC_030674.1_cds_XP_017611980.1_36422	PEI eq
26766	equal	-0.595391082337278	0.00680752455762558	equal	-0.6537458964873	0.318174736244241	lcl|NC_030674.1_cds_XP_017611070.1_36429	PEI eq
26770	equal	-0.31683141416611	0.591001156410447	equal	0.978553992340329	0.714544349644591	lcl|NC_030674.1_cds_XP_017608119.1_36433	PEI eq
26776	equal	-0.171141116271075	0.810440557496598	equal	-0.873641607002751	0.292489488488076	lcl|NC_030674.1_cds_XP_017609752.1_36441	PEI eq
26778	equal	0.584078084639086	0.021456300907858	equal	-0.146947399676437	0.926431050524619	lcl|NC_030674.1_cds_XP_017611559.1_36443	PEI eq
26781	equal	-0.648625876583125	0.0435084790252664	equal	-0.423736934834407	0.68647507222396	lcl|NC_030674.1_cds_XP_017612052.1_36448	PEI eq
26791	equal	-0.834851224582387	0.00367446586190402	equal	-0.0385760666117646	0.98642630842709	lcl|NC_030674.1_cds_XP_017609811.1_36462	PEI eq
26793	equal	-0.723562931009864	0.176581454245384	equal	-0.5049414248163	0.760337581482164	lcl|NC_030674.1_cds_XP_017611863.1_36464	PEI eq
26797	equal	0.111580174551913	0.857059182968135	equal	1.52951750098149	0.360137849760851	lcl|NC_030674.1_cds_XP_017611387.1_36468	PEI eq
26801	equal	0.361625103215415	0.453826043916641	equal	-0.677348922316015	0.790867611310351	lcl|NC_030674.1_cds_XP_017612111.1_36473	PEI eq
26802	G_arboreum	2.6407040607565	5.1845924983654e-35	equal	1.14339068698647	0.120490532656376	lcl|NC_030674.1_cds_XP_017611388.1_36474	HEBl
26804	equal	0.892191521507759	0.00103350962509629	equal	0.0659432355782187	0.976498901173351	lcl|NC_030674.1_cds_XP_017609733.1_36476	PEI eq
26809	equal	-0.199107621937204	0.852640904291706	equal	-0.508021056959718	0.901106635510226	lcl|NC_030674.1_cds_XP_017609416.1_36482	PEI eq
26819	equal	-0.285154868789546	0.558730026375963	equal	-0.871964945067923	0.724951184397464	lcl|NC_030674.1_cds_XP_017611171.1_36497	PEI eq
26826	equal	-0.0765808650520282	0.90205652016332	equal	0.198585643773216	0.960695249466371	lcl|NC_030674.1_cds_XP_017611607.1_36509	PEI eq
26828	equal	-0.409318110460952	0.590455898186576	equal	-3.42472622923977	0.663357918264626	lcl|NC_030674.1_cds_XP_017610361.1_36512	PEI eq
26834	equal	-0.911613646224342	0.00654136619560335	G_raimondii	-1.83337944435555	0.0158885297499766	lcl|NC_030674.1_cds_XP_017608905.1_36521	HEBi
26835	G_arboreum	1.13968251299523	0.000346825429559587	equal	-0.406163043984054	0.757453695440634	lcl|NC_030674.1_cds_XP_017609816.1_36522	HEBl
26836	equal	0.117909695860488	0.847322502884346	G_arboreum	2.67301016412396	0.0237494025489979	lcl|NC_030674.1_cds_XP_017609865.1_36523	HEBi
26838	equal	-0.0707154132303237	0.90205652016332	equal	-0.421366735171334	0.908413222111869	lcl|NC_030674.1_cds_XP_017610970.1_36525	PEI eq
26839	equal	0.495592604519616	0.268824754113834	equal	0.265912263500957	0.908677726008364	lcl|NC_030674.1_cds_XP_017607774.1_36526	PEI eq
26840	equal	-0.0956482827202861	0.879438854217111	equal	-0.370667369245965	0.833727318043553	lcl|NC_030674.1_cds_XP_017611351.1_36527	PEI eq
26841	equal	-0.439998116550453	0.172884269856525	equal	-0.607208281476556	0.591355548608423	lcl|NC_030674.1_cds_XP_017607759.1_36528	PEI eq
26842	equal	-0.352925463175921	0.276757464769833	equal	-0.315096729576033	0.790251397756134	lcl|NC_030674.1_cds_XP_017611131.1_36530	PEI eq
26844	equal	0.911485231930793	0.00442876549301586	equal	0.663409367738292	0.259679074113485	lcl|NC_030674.1_cds_XP_017607762.1_36533	PEI eq
26847	equal	-0.739291882682006	0.0264910484810599	equal	-0.105663802727562	0.962249194163974	lcl|NC_030674.1_cds_XP_017611633.1_36536	PEI eq
26848	equal	0.089482709023879	0.895531302689104	equal	-1.90750449667029	0.33926676754366	lcl|NC_030674.1_cds_XP_017611649.1_36537	PEI eq
26850	equal	-0.0404763050727485	0.943954736865099	equal	0.134927239629463	0.951987741085601	lcl|NC_030674.1_cds_XP_017611327.1_36540	PEI eq
26851	equal	0.473596322562106	0.148211479631501	equal	-0.69253673981495	0.344143464897257	lcl|NC_030674.1_cds_XP_017610651.1_36541	PEI eq
26860	equal	-0.568575675812484	0.221906397503406	G_arboreum	5.7606509014712	0.0215873675939917	lcl|NC_030674.1_cds_XP_017608159.1_36554	HEBi
26861	equal	-0.431955262469941	0.114897109090604	equal	-0.615874117501678	0.340971466748442	lcl|NC_030674.1_cds_XP_017608401.1_36555	PEI eq
26864	equal	-0.790220081892708	0.0361122268167127	equal	-0.951662373307796	0.178390331138349	lcl|NC_030674.1_cds_XP_017607951.1_36559	PEI eq
26865	equal	0.174182960154236	0.686246919801508	equal	0.11010172850736	0.947753634251432	lcl|NC_030674.1_cds_XP_017610857.1_36560	PEI eq
26867	equal	0.484024885306642	0.182131804253527	equal	-0.593385181440686	0.864808403052654	lcl|NC_030674.1_cds_XP_017611304.1_36564	PEI eq
26868	equal	-0.483417197570176	0.144131526349415	G_raimondii	-1.53647182055856	0.0311662971951888	lcl|NC_030674.1_cds_XP_017611367.1_36565	HEBi
26876	equal	-0.248457684322237	0.715792257304304	equal	2.34583456258451	0.200142938557346	lcl|NC_030674.1_cds_XP_017611587.1_36574	PEI eq
26886	equal	-0.315213235519812	0.673998654106953	equal	-0.619553242095232	0.777295855261647	lcl|NC_030674.1_cds_XP_017608649.1_36586	PEI eq
26887	equal	-0.206344424363304	0.608733650823109	equal	0.561567412051551	0.411617127903787	lcl|NC_030674.1_cds_XP_017608732.1_36587	PEI eq
26894	equal	-0.233264093492558	0.575796697122484	equal	0.153755946224317	0.940171755520755	lcl|NC_030674.1_cds_XP_017610179.1_36595	PEI eq
26896	equal	-0.550743320463169	0.0132070869703977	equal	0.315767008220532	0.709551450568437	lcl|NC_030674.1_cds_XP_017611289.1_36597	PEI eq
26907	equal	-0.35504720638572	0.466217684964558	equal	4.70055032853209	0.164246434135477	lcl|NC_030674.1_cds_XP_017611826.1_36609	PEI eq
26908	G_raimondii	-1.05804163205168	0.000142662125667563	equal	0.0279543023063526	0.987679981203811	lcl|NC_030674.1_cds_XP_017608652.1_36612	HEBl
26924	equal	0.0417437431047673	0.946476265141722	equal	-1.12980989110774	0.499366949967141	lcl|NC_030674.1_cds_XP_017607893.1_36628	PEI eq
26931	equal	-0.20292217343929	0.679617120547472	equal	0.0629017456082946	0.972317848416231	lcl|NC_030674.1_cds_XP_017611138.1_36637	PEI eq
26932	equal	0.172975146034748	0.816034963063609	equal	-0.872108050230593	0.809547109832861	lcl|NC_030674.1_cds_XP_017607932.1_36641	PEI eq
26940	equal	0.114487330327007	0.79710235101023	equal	-0.0327476426888747	0.983080658634677	lcl|NC_030674.1_cds_XP_017611417.1_36653	PEI eq
26941	equal	-0.025501048647791	0.969863839471427	G_arboreum	5.44093818063761	0.0431442633347472	lcl|NC_030674.1_cds_XP_017608195.1_36654	HEBi
26944	equal	-0.527236391340814	0.415820002008848	equal	0.0599987729123754	0.987679981203811	lcl|NC_030674.1_cds_XP_017611532.1_36657	PEI eq
26948	equal	-0.177583135142897	0.773753176653725	equal	0.612050403555933	0.765089123954143	lcl|NC_030674.1_cds_XP_017608515.1_36662	PEI eq
26950	equal	0.0583190727682445	0.90205652016332	equal	0.656101912135325	0.304417790132781	lcl|NC_030674.1_cds_XP_017610772.1_36665	PEI eq
26953	G_arboreum	1.15196791743919	0.00229165776039533	equal	0.0207712942627612	0.994644612828086	lcl|NC_030674.1_cds_XP_017609849.1_36669	HEBl
26958	equal	-0.256002946664404	0.674778036762735	equal	0.759825605401103	0.618572396241649	lcl|NC_030674.1_cds_XP_017611765.1_36676	PEI eq
26959	equal	-0.358637751037853	0.618828867065238	equal	-0.906898543819818	0.802692619541063	lcl|NC_030674.1_cds_XP_017608645.1_36677	PEI eq
26967	G_arboreum	1.16655461568078	0.00160464928056778	equal	0.547236068208359	0.777333367474557	lcl|NC_030674.1_cds_XP_017609778.1_36685	HEBl
26970	equal	-0.366796713122247	0.373453434395338	equal	-0.921172519306834	0.384296667175739	lcl|NC_030674.1_cds_XP_017609771.1_36690	PEI eq
26972	G_raimondii	-1.12959385340442	0.00167187382603031	equal	-0.981191964594293	0.464894856542449	lcl|NC_030674.1_cds_XP_017608731.1_36692	HEBl
26973	equal	-0.233138045396877	0.519113111939753	equal	0.759521956553437	0.276213479570562	lcl|NC_030674.1_cds_XP_017608545.1_36693	PEI eq
26978	equal	-0.399215948577576	0.363047681309076	equal	0.492104434673376	0.914002055117273	lcl|NC_030674.1_cds_XP_017608230.1_36698	PEI eq
26982	equal	0.570461160788938	0.128064679629307	equal	-0.270455501743592	0.880208722975878	lcl|NC_030674.1_cds_XP_017611684.1_36702	PEI eq
